nombre,seguidores,amigos,tweets,localizacion,verificado,idioma,protected
TabernaXXI,15,108,4,Valencia,False,es,False
DonesCompromis,3416,1513,4628,Valencia,False,ca,False
tginer25,183,793,3099,Alc\u00e0sser,False,es,False
danifont719,290,721,7867,Valencia,False,es,False
Julioblasco65,7,100,101,,False,es,False
Club_UMSB,70,65,177,Valencia,False,es,False
LPTJValence,127,137,473,Valence,False,es,False
araceliisaac,154,328,401,,False,es,False
JosepOC,54,198,136,,False,es,False
clinicabalaciar,30,472,19,,False,es,False
martinezcorralo,214,1561,79,,False,es,False
Rafapatillas,230,503,5256,Bugarra,False,es,False
NSN1984,410,3161,2944,Valencia,False,es,False
RiberaXelo,396,937,4187,,False,es,False
eowin4508_arc,86,133,1073,Torrent (Valencia),False,es,False
ampagisbert,85,112,180,,False,es,False
Inst_Magnanim,1450,869,2188,Valencia,False,ca,False
sergiete_cr,48,190,115,,False,es,False
JavierGaliana1,136,223,417,Valencia,False,es,False
AngelesIbanyez,365,684,1214,Val\u00e8ncia - Espanya,False,es,False
rosscaracol,1010,2126,6289,Italy,False,it,False
ALBIOL_Antonio,319,408,277,,False,es,False
M_Landete,218,233,634,,False,es,False
AntonioLopez091,61,763,1,,False,es,False
El_de_LOli,735,872,10520,La Pobla de Vallbona,False,es,False
joanaxvlc,81,437,719,,False,es,False
Jose_GROG,424,906,6837,Valencia,False,es,False
HotelBiarritz,109,218,31,Playa de Gandia. Valencia,False,es,False
zanganer,25,217,640,,False,es,False
clauvalenciana,633,588,8302,Perfil mantingut per @magascon,False,es,False
CarmenCS_TV,547,1736,546,Comunidad Valenciana,False,es,False
pabesllo,48,507,45,Valencia,False,es,False
EsAltea,2024,191,8409,Altea (Alicante),False,es,False
GregoMagno,318,330,736,Sevilla,False,es,False
DrEddieFleming,244,2940,2459,,False,es,False
danMorant,234,298,1150,Carcaixent,False,es,False
MuVIM,9115,2744,12101,Valencia,False,es,False
ActualRibaroja,1842,2480,15930,Riba-roja de T\u00faria ,False,es,False
maguisol61,177,73,1859,Valencia-España,False,es,False
Auxi029,1,29,3,,False,es,False
ernestomunyoz,42,209,8,Valencia,False,es,False
Arturo99_9,804,752,985,Valencia,False,es,False
JULIAMIGUELPUIG,26,66,74,Valencia,False,es,False
RamosJoseramon,0,152,3,,False,es,False
Carles_Crespo,845,1332,5361,Beniarr\u00e9s,False,es,False
ProDonaBetera,84,280,206,C.Nebot C/Estacion No.5 B\u00e9tera,False,es,False
gabkarwai,2488,2475,13059,Valencia,False,es,False
llevantinista_,1,289,3,Levante Fans 1909,False,es,False
vanpauti,2,14,3,Valencia,False,es,False
SaboresRumania,25,95,10,Valencia,False,es,False
Hefesteo,309,458,9265,Valencia,False,es,False
Luisacamps,343,299,1814,Valencia,False,es,False
alicinmarques,1,41,3,,False,es,False
TarecaVending,465,613,1527,Valencia,False,es,False
martapoe,154,1228,1525,Galicia,False,es,False
MCatedralVLC,691,635,1221,Valencia,False,es,False
ferranveg,378,630,2174,Val\u00e8ncia,False,es,False
silfe_iz,223,250,718,Valencia,False,es,False
RaulDiazDelgado,344,280,7071,,False,es,False
estic_89,10,200,93,,False,ca,False
AbdlhadiRondi,11,171,1,,False,fr,False
oldsoulnm,358,2039,2832,Purgatory,False,es,False
rubenkouri,108,279,1613,,False,ca,False
Khaleesi_Dracar,1213,787,25513,Volando con Drogon \ud83d\udc32 \ud83d\udd25\ud83d\udd25\ud83d\udd25,False,es,False
MiguelRosG,82,259,32,España,False,es,False
chencho_pccito,24,233,357,Valencia,False,es,False
REGINARO24,18,111,142,,False,es,False
mibauso,98,353,321,,False,es,False
julianu1965,0,24,0,,False,es,False
_Mussafer_,170,1069,2409,Almussafes ,False,es,False
StampGo_,3815,200,8,Valencia,False,es,False
ferran2play1,235,3851,21212,Illes Balears,False,es,False
anamarinmedina,575,86,1884,,False,es,False
Aisab2,41,483,76,,False,es,False
toniaix,410,1047,5925,,False,es,False
mredond_,20,57,22,,False,es,False
vxmafere,221,947,3763,Benicasim,False,es,False
ihevia20,122,422,381,Entre el mar y la monta\u00f1a ,False,es,False
OmarRuiz_,980,280,24496,,False,es,False
chrisrgibson,70,153,64,Lancaster UK,False,en,False
CharlieBomb77,780,1806,9036,Valencia,False,es,False
borjaespinosa8,86,629,307,,False,es,False
Palmachos,339,830,16136,Valencia,False,es,False
la_coromoto1,72,186,193,Valencia,False,es,False
NicoTalon55,417,248,1602,ANNA,False,es,False
ManoloMarti,103,570,784,,False,es,False
sebasjmj,162,643,1120,,False,es,False
Sussie_77,61,348,288,Valencia,False,es,False
Ascen_SalIb,174,806,546,,False,es,False
PlaEricRibelles,366,578,8491,lleida,False,es,False
mvaldesa,481,573,6490,Extramuros,False,es,False
CXaiz,94,162,827,,False,it,False
Brunhilda_n1,134,1519,861,Valencia,False,es,False
JavierSB15,166,278,2050,,False,es,False
infofallasvlc,1014,372,314,Valencia,False,es,False
ampivars,20,104,5,Valencia,False,es,False
AndresJr_18,297,391,22943,Valencia / La Pesquera,False,es,False
rbeegun,432,277,1557,,False,en,False
isabelpedron,19,86,0,,False,es,False
abbe_global,186,689,254,Paterna,False,es,False
Panton2,48,222,405,Valencia,False,es,False
Nek_Online,72,503,75,Valencia,False,es,False
Ouicestmoiester,39,102,193,,False,es,False
x_u_s_a,92,116,1954,I \u2764 Valencia,False,es,False
PKarniej,62,241,734,,False,pl,False
annajuanroch,2217,3121,12273,,False,es,False
sigma01pla,943,666,2051,Algemes\u00ed,False,es,False
CSTcno,172,226,353,Burjassot,False,es,False
ederweis,14,446,47,Valencia,False,en,False
JuanAlq,265,423,1119,Alaqu\u00e0s Val\u00e8ncia,False,es,False
juanmeneses10,3937,2779,20495,Valencia,False,es,False
carla_hortelano,138,249,1307,,False,es,False
J_Gabaldon,261,256,2568,Valencia y Madrid,False,es,False
Namicar3,5,42,165,,False,es,False
RichRichy9,62,284,575,Valencia,False,es,False
Paula_Calabuig,410,501,11275,Val\u00e8ncia,False,es,False
hiadrieeele,737,321,90563,anywhere,False,es,False
chirirenge,29,108,196,,False,es,False
68MariaJose,15,129,70,España,False,es,False
riquelmeonline,588,1006,2970,Valencia,False,es,False
1Elenaa,22,747,20,,False,es,False
pirituna,678,2256,10374, La Pobla de Farnals,False,es,False
AytoBenicassim,886,232,1251,Benicassim Castell\u00f3n,False,es,False
kea_cis,1100,1529,22022,Sisante,False,es,False
deiwiit,15,53,62,,False,es,False
laLolaCalero,16,250,1408,,False,en,False
MoJosue,528,813,22526,Pochinki,False,es,False
ulixai,202,1533,287,,False,ca,False
vanesa_jmenez,0,9,0,,False,es,False
hanna671977,11,50,1045,,False,es,False
DanielM38079400,15,64,13,Valencia,False,es,False
ma_oltra,1,24,25,,False,es,False
IsmaelNavarro20,249,532,9034,\u270cValencia\u270c,False,es,False
UCBeventsdegree,829,1143,1144,Birmingham,False,es,False
escarnio,110,1488,13,,False,es,False
Roser08702390,35,234,128,,False,ca,False
InTheRucksack,38,635,22,,False,es,False
pigasa,76,279,121,Valencia,False,es,False
nesparro,3,14,67,Valencia,False,es,False
AnaAnnamo86,13,163,4,lliria,False,es,False
pepe_balaguer,106,124,121,,False,es,False
_AINO5_,146,123,8462,Balensia cithy ,False,es,False
WolfangVanDerBo,158,1395,1754,,False,ca,False
Bo_Marc,25,241,179,Valencia,False,es,False
_InmaPuig_,416,981,6403,Valencia,False,es,False
MireiaParicioZa,81,256,68,Valencia,False,es,False
SergiRoig_,376,467,13790,Valencia,False,es,False
jaimesuma,147,568,5469,sumac\u00e0rcer,False,es,False
Valencia_Ciudad,256,596,82,Valencia,False,es,False
DavidGazquez73,112,213,555,Valencia,False,es,False
focal40,39,242,748,,False,es,False
tonicarju,1,14,22,,False,es,False
Todoquesos_,2160,2338,894,Villena,False,es,False
quimmol,320,55,4061,España,False,es,False
alexherrero,120,287,42334,Valencia,False,es,False
DonaliFort,385,377,177,,False,es,False
SportPulseSpain,673,307,217,Valencia,False,es,False
isabelsil_96,406,715,70701,Paradis ~ Marley,False,es,False
fentcamivlc,63,473,467,Comunidad Valenciana,False,es,False
begonyaalarcon,8,40,3,Valencia,False,es,False
CCarlesSalvador,435,352,350,Val\u00e8ncia,False,es,False
rajocaes51,8,109,1,Val\u00e8ncia,False,es,False
Ignasigarciar,1,5,3,,False,es,False
PicotaFallas,372,730,961,,False,es,False
JudBaltimore,1361,2176,25021,Valencia-España,False,es,False
PoiuMix,46,228,1112,España,False,es,False
isabel_isajore,39,79,4545,Valencia,False,es,False
DESCUBRECS,2441,819,7770,Castell\u00f3n,False,es,False
AzzaharHoteles,91,205,284,,False,es,False
con2emmes,6730,1202,9158,Valencia,False,es,False
LTroyana,370,937,188,Chelva,False,es,False
Ivan_Waka,260,443,5496,Bellreguard - Castelldefels,False,es,False
DanielMartin262,258,336,1407,,False,ca,False
eypica93,144,991,57,Picassent,False,es,False
activijoc,39,176,124,Sentmenat,False,es,False
marjorge7,133,312,3604,Valencia,False,ca,False
djulihardcore,237,2282,907,Tavernes de la Valldigna_Spain,False,es,False
jaimeiserte,120,694,376,,False,es,False
slapstickjo,343,1544,2554,The Sanctuary,False,it,False
jjpeixetrm,8,116,9,,False,es,False
pablo93sanmar,183,485,730,Valencia,False,es,False
AlbaGuillen13,362,272,11382,Capital del Turia,False,es,False
Isacoccinelle1,43,203,2891,,False,es,False
LaraMaAl,113,414,63,,False,ca,False
OnofreBenlloch,144,450,8898,Benimaclet,False,ca,False
rafagasco_,591,370,18811,,False,es,False
arianaech,41,404,35,Comunidad Valenciana,False,es,False
ElsfocsdeBlanes,1463,1633,903,Blanes,False,es,False
armariada,67,667,153,,False,es,False
baronrojo_2,251,565,9559,,False,es,False
yosoytesa,133,1326,347,,False,es,False
lopez_ricardo66,583,2529,15447,Guadalajara,False,es,False
andresmontoro,23,85,42,Madrid,False,es,False
topoNacho,97,287,482,,False,es,False
_pascual_pg,640,1918,1436,Madrid,False,es,False
MaraMiBa,107,680,26852,Valencia,False,es,False
RTVEValencia,1311,237,2730,,False,es,False
maripazcarsi,836,501,11075,Valencia,False,es,False
mjosejulia82,4,23,20,,False,es,False
guilletosm,101,700,1620,Valencia,False,es,False
nD_sdb,780,847,8236,Elx. Val\u00e8ncia,False,ca,False
AVAESEN,1867,753,8444,Comunidad Valenciana. Spain,False,es,False
JovenesICOMV,303,408,336,Valencia,False,es,False
raulcosin,1263,699,7008,Valencia,False,es,False
GemRP,63,167,1301,,False,es,False
ElectraWarrior,1084,1189,53406,Atrapada en una disco d los 80,False,es,False
Carlams1991,2,21,0,,False,es,False
Aj_Sabadell,8153,542,8834,Sabadell,False,ca,False
djguiti,384,382,6106,,False,es,False
attuork,53,190,104,Val\u00e8ncia,False,es,False
_mfuentesauco,90,657,101,Barcelona,False,es,False
elancis,1171,752,4157,Madrid,False,es,False
Claudia__Delso,2244,2923,6239,A Coru\u00f1a,False,es,False
JBallesterLl,49,321,84,Valencia,False,es,False
fjgreses,5,146,2,,False,es,False
fran_cesc97,205,1160,297,The Show Goes On,False,es,False
chococuqui,140,458,2745,,False,es,False
saraclip,1071,1196,5669,Valencia,False,es,False
Oceanografic_vl,1804,227,2404,Valencia,False,es,False
May_list,153,461,2114,Alicante,False,es,False
abescriva,9,67,71,,False,es,False
alfonsoblanco14,317,812,463,Valencia/Ayora/...,False,es,False
migalso,35,192,165,,False,es,False
Vicente9111,80,292,2300,,False,es,False
CARLOSPIQUER1,110,703,250,,False,es,False
kapocorp,203,720,629,Latinoam\u00e9rica,False,es,False
caocarles,262,296,2209,En el aire,False,es,False
ToniCorrecher,75,303,194,Valencia,False,es,False
reaspv,716,445,1337,,False,es,False
_Kikev_,23,216,118,,False,es,False
domiescola,326,920,2277,Valencia,False,es,False
Os_sigo,28,105,37,,False,es,False
IvanSoriaGarcia,834,1547,965,,False,es,False
NNGGPatraix,431,275,1335,,False,es,False
Saragallart,1694,1699,25456,L'Eliana,False,es,False
JosepConexion,691,958,1403,Oliva (Val\u00e8ncia),False,es,False
IlCamminoealtre,29,97,15,Italia,False,it,False
redpisovalencia,3,54,9,Valencia,False,es,False
macochez,7,50,149,,False,es,False
EnriqueTgn,899,1513,40182,Tarragona. Rep\u00fablica Catalana.,False,ca,False
PessicsMaritims,347,421,4633,Valencia,False,es,False
Patdemar,206,337,6018,Valencia,False,es,False
Ignafg,131,1015,2033,El Saler.,False,es,False
MARIBELENPI,41,149,171,,False,es,False
PiroVulcano,670,101,247,Villarejo de Salvanes (Madrid),False,es,False
nachalga7,91,132,676,Valencia-Liria-Enguidanos,False,es,False
Rubitervio,798,1770,78898,Valencia,False,es,False
gila_estefania,32,562,61,,False,es,False
caxuxeto,279,2058,1449,,False,es,False
EricBejuco,1459,4979,34191,,False,es,False
salagarciaser,52,68,10,Torrevieja y Valencia,False,es,False
Henoc_Raziel,12,38,29,,False,es,False
Perlastereo,2329,2633,13356,Venezuela- Isla de Margarita,False,es,False
tuitsand,121,156,5401,Valencia,False,es,False
JEMG687417015,2,16,11,,False,es,False
l_vecina,2,9,2,Valencia,False,es,False
masnatale,227,144,519,,False,it,False
playa9804,3,53,149,,False,es,False
Atarantaeta,9,279,7,,False,ca,False
erick492,106,207,8725,Valencia,False,es,False
JoseFcoCalero,157,482,2956,VALENCIA,False,es,False
AEMET_CValencia,38034,47,19549,Comunidad Valenciana,True,es,False
xPagan18,25,182,309,Valencia,False,en,False
PedroCampos_LP,1080,295,9108,Valencia,False,es,False
_lidi4,275,190,5937,Valencia,False,es,False
Paula98perez,133,718,535,,False,es,False
vicentcanyeta,132,100,1231, barri nou al costat del pont,False,es,False
RafaelSolerFer2,11,150,50,Catarroja,False,es,False
Sergirugbier,564,1233,11762,Val\u00e8ncia (Horta Nord),False,es,False
Baal_thc,27,190,1018,Gandia / Spain,False,es,False
silviarillo,185,743,3167,España,False,es,False
inesmoosle,116,356,3546,Novosibirsk,False,es,False
Ivanhrv,284,640,3235,Valencia,False,es,False
damarticast,201,346,437,España,False,en,False
frissonair,446,223,81919,Mel is my constant.,False,es,False
584731a7d2a54ee,13,117,0,,False,es,False
NatxoGM97,162,570,1520,Gandia,False,es,False
Chica_Hostil,139,125,10086,España,False,es,False
anasilvestr_,60,187,902,,False,es,False
PereOrienta,2603,2285,4495,Valencia,False,es,False
Kevin_NV97,29,110,191,,False,es,False
lopezfeced,16,170,18,,False,es,False
raestigen,203,252,2289,Valencia,False,es,False
alexmartiii,142,307,4524,Valencia,False,es,False
PAZLLORIA,1898,1145,42342,,False,es,False
o_eguiluz,13,207,147,,False,es,False
MIGUELMORENTIN,170,787,408,Regne de Val\u00e8ncia,False,es,False
MartaGasso2,479,739,5143,Her bed \u2764,False,es,False
SergioMBG,260,774,3517,,False,es,False
R3mora,685,696,21562,En el caf\u00e9,False,es,False
lauria2210,177,305,999,fora de joc,False,es,False
ValenciaEnVideo,5,28,3,Valencia,False,es,False
___A__n__a___,5,53,6,Madrid,False,es,False
2ff45a31c13b4fc,2,26,6,,False,en,False
VibnoiseAcademy,0,3,0,,False,es,False
batyol,33,362,1016,,False,es,False
andrea_grb,201,625,865,Valencia,False,es,False
ruben_ferg,2307,2565,14649,Moratalaz,False,es,False
jdanielaguilar,485,2225,14480,Val\u00e9ncia,False,es,False
Nachogtrejo,52,304,722,Valencia,False,es,False
P4ndora,91,168,3768,Valencia,False,es,False
sarelvalbuena,397,148,5009,Terrassa,False,es,False
ConchiPrCs,37,67,18,,False,es,False
alberto_portb,8,15,2,,False,es,False
XAVIBARRACHINA,1242,1651,6899,Rafelbunyol (L'Horta Nord),False,es,False
PenyaJorge,219,519,1972,Valencia,False,es,False
enzocz1984,156,2208,322,,False,es,False
IMAGINARAS,198,1499,10285,Framingham,False,es,False
kaixoantonia,79,207,641,,False,es,False
MaikelAriztegui,63,302,94,ESPA\u00d1A,False,es,False
fraanet98,79,263,1060,Comunidad Valenciana,False,es,False
sangranota,123,324,1454,Valencia,False,es,False
Altasi123,24,238,21,,False,es,False
doremifasol91,178,925,3140,Madrid-Valencia,False,es,False
StellaHeras,145,451,152,Valencia,False,es,False
PlacetaMarques,351,966,167,Tur\u00eds,False,es,False
mjose_st,10,154,0,,False,es,False
demarme,65,194,367,,False,es,False
alvaroblasco,163,447,314,Valencia,False,es,False
FranCm64,51,119,2606,Valencia,False,es,False
sonia_denia,5,101,0,Valencia,False,es,False
rocioggasque,3075,3174,3225,Valencia,False,es,False
NPedroJulia,3755,1795,1492,Valencia,False,ca,False
NemasaMislata,354,392,924,Jos\u00e9 Pomer,False,es,False
Chispana,89,112,519,Valencia,False,es,False
carlinhoslf,35,471,1194,,False,es,False
ArturoLote,926,1019,4202,Cerca de una ola,False,es,False
_Alicia_jm,362,549,4969,Catarroja,False,es,False
xisfervic,56,268,1114,Valencia,False,es,False
AlmaAlbert,19,21,22,España,False,es,False
RedSaludMental,15,59,206,Comunidad Valenciana,False,es,False
isabelsg89,564,987,4233,Valencia,False,es,False
Fingerlessglove,312,251,50520,violet hill.,False,es,False
EqInvestigacion,67751,3831,45505,Atresmedia,True,es,False
aahago,18,88,6,España,False,es,False
PujaReciclatge,236,43,338,Pla\u00e7a Ajuntament de Val\u00e8ncia,False,es,False
Rperezsoler5,253,700,1176,Val\u00e8ncia,False,es,False
QuiqueBisbal,84,417,351,VCIA,False,es,False
Lochlainn_folk,172,372,619,Valencia,False,es,False
rafa_mtnez,55,285,329,,False,es,False
davidballesterr,408,732,2607,Valencia,False,es,False
anasanmay,65,200,2018,Valencia,False,es,False
CantosEstefania,10,94,2,,False,es,False
PatrciaTolentin,133,240,2521,,False,es,False
cienysoci,163,1207,1748,,False,es,False
aag1094,102,146,1709,,False,es,False
paranxeta,405,1022,21189,Valencia,False,ca,False
MaMajogollo,20,53,34,,False,es,False
TaniaMansilla,173,231,293,Valencia,False,es,False
EvaAlcayde,145,459,2402,Valencia,False,es,False
dlchp,53,123,14,,False,en,False
saletes,762,1442,24344,Aqu\u00ed y all\u00e1,False,es,False
missjulia0705,69,469,12,Malaga,False,es,False
sgv69,48,212,934,Comunidad Valenciana,False,es,False
Nagar256,101,137,943,Valencia,False,es,False
XaviiVCF,165,350,8296,,False,es,False
MmarioMmorant,301,1077,3044,worldwide vision (Spain),False,es,False
XEMASOLER,135,384,709,Valencia,False,es,False
max_5607,34,295,59,Carcaixent,False,es,False
Mister_Darko,744,287,32787,Saturno,False,es,False
DanielFont_,214,307,14,Valencia,False,es,False
AquellaManera,41,295,13,,False,es,False
LemomMultiverse,52,272,3912,Perdida en mi habitaci\u00f3n,False,es,False
ladymsc72,116,128,293,Valencia,False,es,False
jennyalcudia,257,656,1396,,False,es,False
ffgz,12,416,32,,False,es,False
Noquemecanso,583,1830,5780,VALENCIA,False,es,False
AgustinBeut,10,70,3,Valencia,False,es,False
qbarella,1682,646,913,Valencia,False,es,False
ma_cuca,1760,1922,68744,Valencia,False,ca,False
angeela_01,274,292,1304,,False,es,False
Dorothhy,162,431,7866,Valencia,False,en,False
AlvaroSarrion7,430,601,7791,Quart de Poblet (Valencia),False,es,False
marilomorant,50,256,34,España,False,es,False
elenahermu,34,256,106,,False,es,False
miguel_ra17,65,528,630,Valencia,False,es,False
dj_rge,33,97,10,,False,es,False
Mike_Vcia,374,704,8755,La mejor del Mundo : VALENCIA,False,es,False
suapada,48,70,68,Valencia,False,es,False
lurrio1,44,756,3820,,False,es,False
carlos7cuevas,218,316,1325,Picanya-UJI,False,es,False
fitocrispin,22,354,86,,False,es,False
laucalme,170,368,3083,Valencia,False,es,False
RodoJorge,49,193,255,Valencia,False,es,False
LaraAvgerotle,538,464,12234,,False,es,False
AlvaroAPL,152,373,9149,Valencia,False,es,False
romheres,71,287,408,,False,es,False
DaniGonzalezSa,96,164,278,Val\u00e8ncia,False,es,False
LauraSMental,315,792,873,,False,es,False
mlopezinesta,512,316,11950,Cartagena - Valencia,False,es,False
saesandrita,438,371,2104,,False,es,False
Alfredo_DeDiego,324,245,8808,Valencia,False,es,False
juanromero284,74,233,129,,False,es,False
tonicasatoni,632,1325,3212,Paterna,False,es,False
nubetre,90,208,3933,Valencia,False,es,False
Vicente4Serra,440,463,7763,Valencia,False,es,False
Bea_SgFR,30,189,64,Valencia,False,es,False
Lora_Lora_21,337,711,10657,,False,es,False
VictorRibera,74,448,121,,False,es,False
bert021,97,322,3247,Valencia,False,es,False
htcsanchez,16,31,153,Moncada (Valencia),False,es,False
and4or,42,306,487,,False,es,False
Mario19Triguero,246,321,1101,,False,es,False
jrt1198,202,945,338,Catalonia,False,ca,False
badnav,17,169,39,Valencia,False,es,False
Rach_prvl,75,149,323,Valencia,False,es,False
Xema_Martinez,3718,239,1568,,False,es,False
Loreena_Cm,135,898,904,Valencia,False,es,False
NachJordan,165,603,7512,,False,es,False
pedromurciano,32,500,83,,False,es,False
escnauticaPA,1824,2350,2030,Valencia,False,es,False
martingh_93,98,203,709,,False,en,False
JCGarrido,175645,688,3217,Valencia / Casablanca,False,es,False
touristing2015,532,1660,1438,Valencia,False,es,False
BeldaNacho,448,2229,798,,False,es,False
pfmacias,1067,824,21958,Valencia-España,False,es,False
bernalfnx,68,264,207,Valencia,False,es,False
marifli_,108,226,155,la ca\u00f1ada ,False,es,False
JValero_,85,131,66,,False,es,False
ivanvega86,145,434,2126,Valencia,False,es,False
Riberenc_Alzira,21,304,7,Alzira. Pa\u00eds Valenci\u00e0,False,ca,False
VictoriaCasan,70,323,369,Valencia,False,es,False
GUSWEEZY,283,587,9173,,False,es,False
juanjorochet,9,66,3,,False,es,False
jjbanacloche,52,463,0,,False,es,False
silfusa,88,395,122,,False,es,False
gest_cult,1719,1245,2573,Valencia,False,es,False
Josemaxertoli,35,398,152,,False,es,False
PabloCastill_O,164,288,1437,Valterna - Valencia,False,es,False
Manesib,151,793,6468,Valencia,False,es,False
daniel5000xxx,15,46,38,albal,False,es,False
Peterp96,125,191,4889,Valencia,False,ca,False
borja_bbs,50,205,173,,False,es,False
Isabelpm_4,62,574,109,Godella,False,es,False
salamandraplay,46,149,94,,False,es,False
gervafet,367,4985,14,cerdanyola del valles,False,es,False
suspaval,38,325,273,Valencia,False,es,False
nachete008,27,415,21,,False,es,False
marccarrasquer,12,61,47,Valencia,False,es,False
Daniello1986,145,928,480,,False,es,False
CarlosvaltoHe,12,465,16,,False,es,False
jirafapurpura,63,352,136,Valencia,False,es,False
JeanP240,572,687,22055,Valencia,False,es,False
MissY0k0,3168,1340,38529,Zaragoza,False,es,False
joseansanmartin,451,296,3560,Val\u00e8ncia - ESP,False,es,False
ealtaver,1954,589,7611,España,False,es,False
JavierH48360747,2,10,0,,False,es,False
Marins82,34,123,213,,False,es,False
ryanorbaker,0,51,3,,False,en,False
despegaformacio,222,482,899,Valencia,False,es,False
spaceapps_vlc,730,1690,843,Valencia,False,es,False
Rudymad315,589,4142,5162,Long Beach,False,es,False
delaribera33,17,78,36,,False,es,False
BlancaSagunto,1069,1960,7633,Valencia,False,es,False
Boss_bur,186,654,15164,Madrid - Burgos,False,es,False
MeduseaEs,46,183,79,España,False,es,False
CarlaxyS5,320,1087,18443,Valencia,False,es,False
aaronflipe31,123,1180,790,Valencia,False,es,False
CharlesDevoe01,1,240,19,,False,es,False
chonasky,330,522,2722,Valencia,False,es,False
roberto_boxx,527,1693,327,Alicante,False,es,False
1MarianVal,114,273,990,,False,es,False
alexsanzm,187,516,3826,Valencia,False,es,False
mireiavilarsona,137,462,187,Valencia,False,es,False
ceciestmoi,61,163,317,,False,es,False
MiSil_09,5,41,3,,False,es,False
2d32d7be6101421,39,236,1357,,False,es,False
abad_madrid,6,183,10,Valencia,False,es,False
mariajesusaros,215,710,335,España,False,es,False
D_MartinezVinat,170,470,1485,Val\u00e9ncia,False,es,False
Agrofever,491,1269,435,Godella Horta Nord Val\u00e8ncia,False,es,False
Brusili,94,299,3030,,False,en,False
CTBGSomVal,164,389,253,Reino de Valencia ,False,es,False
alprega,790,1037,2165,Valencia,False,es,False
minotauro996,61,213,2669,Comunidad de Madrid,False,es,False
montalvaopticos,140,384,629,,False,es,False
fernand22682402,26,99,61,España,False,es,False
Paoli28,86,540,998,,False,es,False
GrupClapir,698,854,595,Universitat de Val\u00e8ncia,False,ca,False
algife,1853,3777,4025,Global,False,es,False
kratospartanFPD,363,762,3769,Parcent,False,ca,False
rosagu82,12,64,27,Llafranc,False,es,False
parqueteros,462,1763,325,Valencia,False,es,False
pladpladelremei,54,170,107,Pla del Remei,False,es,False
VivesXavi,246,501,4584,El Prat-Pa\u00efsos Catalans.,False,es,False
eduorobiker,14,132,105,,False,es,False
bodegacabanyal,3206,3724,2252,Canyamelar - Valencia,False,en,False
MelenassMele,25,305,306,,False,es,False
ines_saez,746,1716,30906,Valencia,False,es,False
campos_willy,171,506,1082,Valencia,False,es,False
NataliaBakkalia,52,92,80,,False,es,False
Badimonl,74,321,400,,False,es,False
obemedclinics,45,266,104,Valencia,False,es,False
Harkharken,33,235,862,,False,es,False
sergiferrabra,92,753,162,La vall de Laguar,False,es,False
Vikisland,74,555,388,Valencia,False,es,False
CachibacheM,9,66,393,,False,en,False
cesgaraleix,429,935,4709,,False,es,False
stephenkgabriel,20,86,158,Comunidad Valenciana,False,es,False
maquetasmorte,133,235,234,,False,es,False
MyNamesYeral,64,110,3382,Valencia,False,es,False
FGlobalis,1392,1860,4983,Vila-real (Castell\u00f3n) ,False,es,False
participatiuelx,198,92,226,Elche,False,es,False
Alejandro_MP13,188,431,5014,Torrent,False,ca,False
ElxParticipa,165,107,356,Elx,False,es,False
SheWasTheBrave,1168,369,63095,Massanassa \u00bb\u00bb\u00bb\u00bb\u00bb Mestalla,False,es,False
NaqueraJove,57,151,180,N\u00e1quera,False,es,False
cesaramiguet,1024,1929,5662,Paterna  [ l'Horta ],False,ca,False
PoliTarongers,28,263,536,,False,es,False
bravo21897,52,456,186,Valencia,False,es,False
fonsvalencia,764,895,1537,X\u00e0tiva,False,es,False
CSIFAGECV,247,337,264,Valencia,False,es,False
CSIFPICASSENT,230,297,235,Valencia,False,es,False
ParticipaCalvia,45,399,8,Calvi\u00e0,False,es,False
perisllorca,591,790,4456,Valencia,False,es,False
koko30karem,317,4999,6075,Undefined,False,ar,False
mcpelegrin59,7,42,7,Valencia,False,es,False
ana2futbol79,155,661,1007,Valencia,False,es,False
somia8911,368,1423,6097,,False,es,False
salvadortorreci,158,788,1039,Valencia,False,es,False
sergiogr27,15,315,114,Valencia,False,es,False
MartnMontn,297,1066,3332,Les Alqueries,False,es,False
Sa79Lo,287,292,623,,False,es,False
ESiRAgres,707,258,1141,Agres ,False,ca,False
emetereovlc2017,39,233,146,España,False,es,False
SergiGomezC,565,926,60763,Stay out of my territory...,False,es,False
maryhelenloves,61,843,102,,False,es,False
ccelsaler,5310,938,11314,Valencia,False,es,False
marisa_VLC,2282,1588,27216,Valencia,False,es,False
todonnell,282,372,3569,London,False,en,False
LAltreEspai,27,92,261,Valencia,False,es,False
noebis_noemi,36,149,591,Valencia,False,en,False
orriolsbarrio,122,361,385,,False,es,False
Felipo98,82,334,196,Valencia,False,ca,False
penyaramiro,299,319,1187,,False,es,False
angiiliina,50,48,35,,False,es,False
OwainShawPhoto,340,381,3341,Valencia,False,es,False
amimagica,103,208,1086,,False,es,False
Anagandres,445,669,1105,Valencia,False,es,False
vickydaboise,259,1115,1732,,False,es,False
eli_tsocial,255,497,1660,Valencia,False,es,False
attsocial_ICOMV,183,394,762,Valencia,False,es,False
VTriatlon,967,515,440,Comunidad Valenciana,False,es,False
lbuendia,2012,708,3457,Valencia,False,es,False
IgniteVLC,1736,888,4244,Valencia,False,es,False
MiguelPortoles,177,551,380,Valencia,False,es,False
victoriadiez19,38,76,75,Valencia,False,es,False
Carmensola64,46,129,3538,,False,es,False
